country,medialist
Laos,"['laonationalradio.com', 'tnl.gov.la', 'lao.voanews.com', 'lan-xang.com', 'laotimes.com', 'laovoices.com', 'laosnews.net', 'vientianetimes.com', 'vientianemai.net', 'kpl.net.la', 'lerenovateur.org.la', 'pasaxon.org.la', 'vientianetimes.org.la']"
French Southern and Antarctic Lands,['taaf.fr']
Nepal,"['avenues.tv', 'imagechannels.com', 'ntv.org.np', 'news24nepal.tv', 'radionepal.gov.np', 'bbc.co.uk', 'ekantipur.com', 'himalkhabar.com', 'kantipath.com', 'mediaforfreedom.com', 'nepalmonitor.com', 'nepalnews.com', 'nepaliheadlines.com', 'nepalnews.net', 'nepalnow.com', 'nepalipost.com', 'titanherald.com', 'newbusinessage.com', 'spotlightnepal.com', 'annapurnapost.com', 'gorkhapatraonline.com', 'thehimalayantimes.com', 'newsofnepal.com', 'rajdhani.com.np', 'rss.com.np', 'abhiyan.com.np', 'budhabar.weeklynepal.com', 'janaaasthanews.com', 'karobardaily.com', 'nagariknews.com', 'enayapatrika.com', 'nepalitimes.com', 'nispakshya.com', 'peoplesreview.com.np', 'myrepublica.com', 'trn.gorkhapatraonline.com', 'telegraphnepal.com', 'wavemag.com.np', 'eadarsha.com', 'arghakhanchi.com']"
Kazakhstan,"['24.kz', '31.kz', 'azattyq.org', 'kazakh-tv.kz', 'khabar.kz', 'ktk.kz', 'kazradio.kaztrk.kz', 'kaztv.kaztrk.kz', 'rferl.org', 'tv7.kz', 'baq.kz', 'brif.kz', 'i-news.kz', 'kazakhstannews.net', 'newsline.kz', 'nur.kz', 'respublika-kz.info', 'sports.kz', 'en.tengrinews.kz', 'kaz.tengrinews.kz', 'tengrinews.kz', 'thenews.kz', 'todaynews.kz', 'vesti.kz', 'zakon.kz', 'forbes.kz', 'petroleumjournal.kz', 'kaz.caravan.kz', 'caravan.kz', 'zhasalash.kz', 'interfax.kz', 'inform.kz', 'atshabar.kz', 'dn.kz', 'deutsche-allgemeine-zeitung.de', 'express-k.kz', 'europaplus.kz', 'ivest.kz', 'irr.kz', 'kapital.kz', 'kazpravda.kz', 'kazakhstanzaman.kz', 'kp.kz', 'liter.kz', 'np.kz', 'panoramakz.com', 'stv-online.kz', 'almaty.tv', 'time.kz', 'diapazon.kz', 'rikatv.kz', 'astanatimes.com', 'astanatv.kz', 'egemen.kz', 'alau.kz', 'azh.kz', 'atr.kz', 'lada.kz', 'ekaraganda.kz', 'novoetv.kz', 'nv.kz', 'sobytiya.kz', 'kostanai.kz', 'kostanaytany.kz', 'kstnews.kz', 'ng.kz', 'news.oskemen.ru', 'mtrk.kz']"
Colombia,"['caracol.com.co', 'caracoltv.com', 'cmi.com.co', 'rcn.com.co', 'noticiasrcn.com', 'cadenasuper.com', 'actualidadpanamericana.com', 'askonline.ch', 'colombia.com', 'colombiareports.com', 'colombiauniversal.com', 'periodicoelsatelite.com', 'fedesarrollo.org.co', 'news.google.com.co', 'hsbnoticias.com', 'kienyke.com', 'nuevodiario.co', 'pulzo.com', 'terra.com.co', 'todaycolombia.com', 'cromos.com.co', 'dinero.com', 'lanotadigital.com', 'nuevoestadio.com', 'revistadiners.com.co', 'semana.com', 'elcolombiano.com', 'elespectador.com', 'eltiempo.com', 'anncol.info', 'leticiahoy.com', 'diarioadn.co', 'elmundo.com', 'medellinherald.com', 'qhubo.com', 'teleantioquia.co', 'vivirenelpoblado.com', 'centropolis.com.co', 'canalcncarauca.com', 'lavozdelcinaruco.com', 'meridiano70.net', 'elheraldo.co', 'lalibertad.com.co', 'eluniversal.com.co', 'laverdadcartagena.com', 'elcomunicador.info', 'chiquinquira.extra.com.co', 'excelsio.net', 'boyaca.extra.com.co', 'ladorada.extra.com.co', 'lapatria.com', 'ellider.com.co', 'caqueta.extra.com.co', 'casanare.extra.com.co', 'diariodelcauca.com.co', 'elpueblo.com.co', 'cauca.extra.com.co', 'periodicolacampana.com', 'elpaisvallenato.com', 'elpilon.com.co', 'vanguardiavalledupar.com', 'choco7dias.com', 'psiglo21.com', 'elmeridianodecordoba.com.co', 'miregiondecordoba.com', 'girardot.extra.com.co', 'bogotafreeplanet.com', 'thebogotapost.com', 'thecitypaperbogota.com', 'diarionacional.co', 'elespacio.net.co', 'elnuevosiglo.com.co', 'elperiodicodeportivo.com.co', 'bogota.extra.com.co', 'larepublica.co', 'diariomarca.co', 'mercadodedinero.com.co', 'portafolio.co', 'publimetro.co', 'llano.extra.com.co', 'diariodelhuila.com', 'huila.extra.com.co', 'lanacion.com.co', 'olemidiario.com', 'opanoticias.com', 'diariodelnorte.net', 'elinformador.com.co', 'hoydiariodelmagdalena.com.co', 'superiodicoaldia.com', 'diariodelsur.com.co', 'pasto.extra.com.co', 'cucuta.extra.com.co', 'laopinion.com.co', 'putumayo.extra.com.co', 'cronicadelquindio.com', 'veapuesquindio.com', 'eldiario.com.co', 'latarde.com', 'veapues.com', 'barrancabermeja.extra.com.co', 'elfrente.com.co', 'bucaramanga.extra.com.co', 'vanguardia.com', 'elmeridianodesucre.com.co', 'elnuevodia.com.co', 'ibague.extra.com.co', 'occidente.co', 'periodicoelcrucero.com', 'elpais.com.co', 'cali.extra.com.co', 'larazondecali.com', 'palmira.extra.com.co', 'eltabloide.com.co']"
Liechtenstein,"['radio.li', 'lol.li', 'vaterland.li', 'volksblatt.li']"
Mozambique,"['rm.co.mz', 'tvm.co.mz', 'canalmoz.com', 'imensis.co.mz', 'mmo.co.mz', 'sapo.mz', 'stop.co.mz', 'jornalnoticias.co.mz', 'poptel.org.uk', 'sortmoz.com', 'fimdesemana.co.mz', 'savana.co.mz', 'zambezia.co.mz']"
South America Regional,['sudamericahoy.com']
Honduras,"['noti6.com', 'radiohrn.hn', 'radioamerica.hn', 'televicentro.hn', 'diarioelarticulista.com', 'hondudiario.com', 'lanoticia.hn', 'proceso.hn', 'ultimahora.hn', 'voselsoberano.com', 'hondurasnews.com', 'hablemosclaro.com', 'elheraldo.hn', 'lagaceta.hn', 'laprensa.hn', 'latribuna.hn', 'tiempo.hn', 'diez.hn', 'ellibertador.hn', 'elpatriota.hn', 'hondurasweekly.com', 'diariomas.hn', 'utilaeastwind.com']"
Moldova,"['trm.md', 'europalibera.org', 'rferl.org', '24h.md', 'hotnews.md', 'infomarket.md', 'azi.md', 'mybusiness.md', 'thenews.md', 'press.try.md', 'puls.md', 'salut.md', 'unimedia.info', 'vesti.md', 'yam.md', 'moldova.org', 'sud-est.md', 'flux.md', 'kp.md', 'nm.md', 'timpul.md', 'ziarulnational.md', 'infotag.md', 'interlic.md', 'ipn.md', 'portal.moldpres.md', 'omg.md', 'novaiagazeta.org.ru', 'adevarul.ro', 'aif.md', 'logos.press.md', 'jurnal.md', 'km.press.md', 'vedomosti.md', 'moldova-suverana.md', 'protv.md', 'trud7.md', 'zdg.md', 'gazetadesud.md', 'estcurier.md', 'cuvintul.md', 'odn.info.md', 'novostipmr.com', 'tiraspoltimes.com', 'expresul.com', 'unghiul.info']"
Poland,"['polskieradio.pl', 'radiozet.pl', 'tvn24.pl', 'tvn24bis.pl', 'tvp.pl', 'polishmarket.com', 'gazeta.pl', 'interia.pl', 'noizz.pl', 'onet.pl', 'polskatimes.pl', 'sport.pl', 'gazetapolska.pl', 'newsweek.pl', 'nie.com.pl', 'polityka.pl', 'tygodnik.com.pl', 'wprost.pl', 'dziennik.pl', 'fakt.pl', 'wyborcza.pl', 'naszdziennik.pl', 'parkiet.com', 'przegladsportowy.pl', 'pb.pl', 'rp.pl', 'se.pl', 'zw.com.pl', 'pap.pl', 'kuriergmin.pl', 'dkl24.pl', 'gazeta-olawa.pl', 'wiadomosci.swidnickie.pl', 'nowagazeta.pl', 'wroclaw.naszemiasto.pl', 'express.bydgoski.pl', 'pomorska.pl', 'nowosci.com.pl', 'kolumna24.pl', 'dzienniklodzki.pl', 'expressilustrowany.pl', 'lodzpost.com', 'gazetabilgoraj.pl', 'dziennikwschodni.pl', 'kurierlubelski.pl', 'tygodnikzamojski.pl', 'gazetalubuska.pl', 'dziennikpolski24.pl', 'krakowpost.com', 'gazetakrakowska.pl', 'tygodnikpodhalanski.pl', 'gazetapowiatowa.pl', 'slowo.com.pl', 'wgospodarce.pl', 'gazetaprawna.pl', 'lepetitjournal.com', 'metro.gazeta.pl', 'newpolandexpress.pl', 'wbj.pl', 'warsawdaily.com', 'warsawvoice.pl', 'nto.pl', 'radio.opole.pl', 'korso.pl', 'zycie.pl', 'nowiny24.pl', 'supernowosci24.pl', 'sztafeta.pl', 'wspolczesna.pl', 'poranny.pl', 'siemiatycze.com.pl', 'dziennikbaltycki.pl', 'radiogdansk.pl', 'odroda.zk-p.pl', 'nowiny.gliwice.pl', 'dziennikzachodni.pl', 'wiadomoscirudzkie.pl', 'echodnia.eu', 'gazetaolsztynska.pl', 'gg.bt.pl', 'gj.com.pl', '7dnikalisza.com', 'gloswielkopolski.pl', 'gk24.pl', 'gp24.pl', 'infokoszalin.pl', 'gs24.pl', '24kurier.pl']"
Zimbabwe,"['channelzim.net', 'nehandaradio.com', 'nehandatv.com', 'radiovop.com', 'voazimbabwe.com', 'voandebele.com', 'voashona.com', 'zbc.co.zw', 'zifmstereo.co.zw', '3-mob.com', '263chat.com', 'bh24.co.zw', 'bizday.co.zw', 'businessdaily.co.zw', 'news.google.co.zw', 'harare24.com', 'iharare.com', 'insiderzim.com', 'myzimbabwe.co.zw', 'newzimbabwe.com', 'newsdzezimbabwe.co.uk', 'pindula.co.zw', 'soccer24.co.zw', 'source.co.zw', 'thesoutherndaily.co.zw', 'techzim.co.zw', 'technomag.co.zw', 'topnews.co.zw', 'zimbabwecelebrities.co.zw', 'zimdaily.com', 'zimeye.net', 'zimmetro.net', 'zimmetro.com', 'zimnews.net', 'zimbabwebusinessnews.com', 'zimbabwe-consolidated-news.com', 'thezimbabwedaily.com', 'zimbabweelection.com', 'news.zimhub.net', 'zimbabwelatestnews.net', 'thezimbabwemail.com', 'zimbabwenews.net', 'zimnewsexpress.com', 'zimbabwenewsonline.com', 'zimbabwenews.today', 'zimbabweonlinenews.com', 'zimbabwesituation.com', 'zimbabwestar.com', 'zimtelegraph.com', 'zimbabwe-today.com', 'zimbojam.com', 'thezimbabwenewslive.com', 'zwnews.com', 'dailynews.co.zw', 'herald.co.zw', 'newsday.co.zw', 'thezimbabwean.co', 'b-metro.co.zw', 'bulawayo24.com', 'chronicle.co.zw', 'radiodialogue.com', 'southerneye.co.zw', 'sundaynews.co.zw', 'umthunywa.co.zw', 'thebusinessconnect.co.zw', 'financialgazette.co.zw', 'hmetro.co.zw', 'hararenews.co.zw', 'kwayedza.co.zw', 'thepatriot.co.zw', 'thepeoplesvoice.org.zw', 'thestandard.co.zw', 'sundaymail.co.zw', 'weekendpost.co.zw', 'theindependent.co.zw', 'manicapost.co.zw', 'patsakacommunityradio.org', 'masvingomirror.com', 'tellzim.com', 'victoriafalls24.com', 'nhasimugweru.blogspot.com', 'mygweru.com', 'kwekwebiz.com']"
Tuvalu,"['tuvalu-news.tv', 'tuvaluislands.com']"
Saint Lucia,"['dbstvstlucia.com', 'htsstlucia.org', 'rslonline.com', 'loopslu.com', 'sluonestop.com', 'stluciachronicle.com', 'stlucianewsonline.com', 'stluciatimes.com', 'stluciastar.com', 'thevoiceslu.com', 'stluciamirroronline.org']"
North Korea,"['vok.rep.kp', 'nknews.org', 'newfocusintl.com', 'chosonsinbo.com', 'rodong.rep.kp', 'kcna.kp', 'kcna.co.jp']"
Ecuador,"['cnplus.com.ec', 'cre.com.ec', 'gamatv.com.ec', 'radiosucre.com.ec', 'rts.com.ec', 'rtunoticias.com', 'tctelevision.com', 'teleamazonas.com', 'telerama.ec', 'ecuadorenvivo.com', 'ecuadorinmediato.com', 'ecuadortransparente.com', 'metroecuador.com.ec', 'semanariolaverdad.com', 'cosas.com.ec', 'revistaestadio.com', 'vistazo.com', 'elcomercio.com', 'elfinanciero.com', 'eluniverso.com', 'elmercurio.com.ec', 'eltiempo.com.ec', 'latarde.com.ec', 'lavozdeltomebamba.com', 'readmetro.com', 'radioelmercurio.com.ec', 'telecuenca.com', 'canartv.com', 'espectadorazogues.com', 'diarioportada.com', 'laprensa.com.ec', 'diariolosandes.com.ec', 'radio-mundial.com', 'lagaceta.com.ec', 'diariocorreo.com.ec', 'tvlaverdad.com', 'machalaglobal.com', 'mundomachala.com', 'diariopinion.com', 'telemar.com.ec', 'telegrafo.com.ec', 'expreso.ec', 'diario-extra.com', 'ppelverdadero.com.ec', 'radiocentro.com.ec', 'super.com.ec', 'prensalaverdad.com', 'elnorte.ec', 'diariocentinela.com.ec', 'cronica.com.ec', 'aldia.ec', 'fbradiobahia.com', 'eldiario.ec', 'elmercurio-manta.com', 'capitaltelevision.ec', 'pastazaaldia.com', 'puyogaceta.com', 'hoy.com.ec', 'lahora.com.ec', 'elpopular.com.ec', 'quitoweekly.com', 'ultimasnoticias.ec', 'periodico.corporacioncolorado.net', 'elheraldo.com.ec']"
Slovenia,"['24ur.com', 'rtvslo.si', 'si21.com', 'slovenskenovice.com', 'demokracija.si', 'mladina.si', 'podjetnik.com', 'delo.si', 'dnevnik.si', 'vecer.com', 'zurnal24.si', 'morel.si', 'sta.si', 'gorenjskiglas.si', 'dolenjskilist.si', 'primorske.si', 'domzale-on.net', 'indirekt.si', 'druzina.si', 'ekipa24.si', 'finance.si', 'ljubljanskenovice.si', 'sloveniatimes.com', 'revijakapital.com', 'vecer.si', 'nepujsag.net', 'novitednik.si']"
Holy See,"['ctv.va', 'am.radiovaticana.va', 'ar.radiovaticana.va', 'be.radiovaticana.va', 'bg.radiovaticana.va', 'radiovaticana.cz', 'de.radiovaticana.va', 'en.radiovaticana.va', 'eo.radiovaticana.va', 'fr.radiovaticana.va', 'he.radiovaticana.va', 'hi.radiovaticana.va', 'hr.radiovaticana.va', 'hy.radiovaticana.va', 'it.radiovaticana.va', 'ja.radiovaticana.va', 'kr.radiovaticana.va', 'pt.radiovaticana.va', 'br.radiovaticana.va', 'es.radiovaticana.va', 'sw.radiovaticana.va', 'zh.radiovaticana.va', 'news.va', 'insidethevatican.com', 'osservatoreromano.va', 'fides.org', 'press.vatican.va', 'ar.zenit.org', 'de.zenit.org', 'zenit.org', 'fr.zenit.org', 'it.zenit.org', 'pt.zenit.org', 'es.zenit.org']"
Central America Regional,"['cb24.tv', 'en.centralamericadata.com', 'centralamericadata.com', 'centralamericalink.com', 'eleconomista.net', 'revistasumma.com']"
Sint Maarten,"['avsnewsonline.com', 'sxmislandtime.com', 'smn-news.com', 'thedailyherald.sx', 'pjd2radio.com', 'todaysxm.com']"
Sudan,"['alrakoba.net', 'assudan.net', 'hurriyatsudan.com', 'sdeconews.com', 'sudanile.com', 'sudanjem.com', 'sudan.net', 'sudantribune.net', 'sudantribune.com', 'alayaam.net', 'rayaam.net', 'suna-sd.net', 'akhbaralyoumsd.net', 'almshaheer.com', 'alsahafa.info', 'alsudani.net', 'news.sudanvisiondaily.com']"
Montserrat,['themontserratreporter.com']
